text,label,label_id
i paid with my card so so why was i charged a transaction fee?,15,15
i got a extra 1 fee in my statement,34,34
i sent some money and the account hasn't recived the transfer i made.,66,66
how can i activate my new card?,0,0
what is this direct debit in my statement?,28,28
how do i get extra cards?,39,39
why was a transfer to an account not allowed?,7,7
what is the source of my available funds?,70,70
to many charges on my card how do i go about fixing that?,63,63
how long does it take to make an urgent transfer from china?,67,67
where can i find my pin?,38,38
which cash machines will allow me to change my pin?,21,21
can i make a withdraw in my home currency at an atm? i'm on vacation and don't have cash with me. this is cause for a bit of concern. is it possible to withdraw here without additional fees?,76,76
"this company isn't good, i would like to delete my account.",55,55
why was there a fee with my cash withdrawal?,19,19
can i still access the app even though my phone was stolen?,42,42
"hey, i ordered a thing but changed my mind and want a refund on it. since i haven't received the thing, would you just go ahead and cancel the payment for me?",52,52
my card is stolen. help!,41,41
i would like my refund for this item i bought.,52,52
my pin hasn't arrived in the post! how do i cancel it or get a new one?,38,38
how do i get my paycheck through this?,50,50
the app denied my topped up.,59,59
unable to use my american express with apple pay to top up my account,2,2
do you offer account services for children and teens?,1,1
please update me on whether you have received the funds for the refund of the large purchase i made recently. i have requested this from the merchant days ago but still haven't got anything.,51,51
i have forgotten my passcode to access my app,44,44
i have a friend who needs money as soon as possibly. if i were to transfer it how long will it take to get to her?,66,66
how do i topup automatically?,4,4
i see that i have been charged multiple times for the same transaction.,63,63
the card payment i made didn't work.,25,25
which kind of documentation do i need for identity check?,69,69
do i have a card pin?,38,38
my card hasn't shown up yet.,11,11
what would lead to my top up still pending?,47,47
can i topup as much as i want?,60,60
what is the process for activating a new card.,0,0
are there fees for using an international card to top up?,57,57
can i track my card while it is in the process of delivery?,11,11
how many disposable cards can you own?,29,29
i would like to change the the pin on my card.,21,21
won't let me top my card up!! who can get it sorted out for me? it's urgent! how do i find out what the problem is with my card and how else to top it up?,59,59
how can i verify my indentity?,69,69
are bank transfers immediate?,5,5
what do i need to do in order to get a new card?,43,43
how do i know why my card isn't working?,14,14
how to change name on account,30,30
"i have received my statement but i do not see my refund, why is that?",51,51
i made a currency exchange and think i was charged more than i should of been.,17,17
i didnt put that money in my account,20,20
i am travelling and i tried to withdraw cash but didn't get what i was supposed to get.,76,76
i need more than one disposable card,29,29
if i need gbp instead of aud what do i do?,33,33
i would like to cancel my order.,52,52
my topup didn't go through it still says pending. what's up with that?,47,47
help! i think someone has made a cash withdrawal with my card!,20,20
i got charged fees for withdrawing cash!,19,19
i need to terminate my account immediately.,55,55
how long will my topup stay pending?,47,47
am i able to use my account if the identity verification is not complete?,74,74
what cards to do you support to top up.,54,54
i do not see the card pin anywhere?,38,38
the app won't let me transfer money to a beneficiary,7,7
i tried to transfer but it was declined,27,27
will i get charged on a foreign currencies exchange?,31,31
why do you require so many details about my identity?,74,74
the exchange rate you gave me for my cash withdrawal is wrong,76,76
i lost the code and can not get into the app. help!,44,44
help! my account doesn't show any funds. is transferring funds an option i can use?,65,65
"if i want a friend to top off my account, can they?",62,62
do these virtual cards have any caps on using them?,29,29
"i recently made a payment, and it is showing up in my account as pending. what does that mean?",45,45
how do i link my card,13,13
"will you accept my credit card, it my only one.",54,54
what is the process of obtaining a disposable virtual card,37,37
i want a backup second card. is this possible?,39,39
"when i withdrew my money, why was there an extra charge?",19,19
what may be the reason that my transfer did not go through?,35,35
how do i unblock my pin?,49,49
"if someone sends me money, will i be charged?",56,56
am i charged for receiving money?,56,56
my card doesn't seem to work.,14,14
